,2d_x,2d_y,periodic_#_2d,bond_1_2d,bond_2_2d,bond_3_2d,3d_x,3d_y,3d_z
0,2.66,0.0,6,1,0,0,2.6019,0.0,0.0
1,1.3306,0.001,6,2,1,0,0.7174,-1.1096,-0.0055
2,0.665,-1.1525,6,1,1,0,-1.3419,-0.0332,0.0017
3,-0.6644,-1.1515,7,2,0,0,-0.5979,-1.1677,-0.0027
4,-1.3306,-0.001,6,2,1,0,-0.6577,1.1686,0.0015
5,-2.66,-0.0,8,0,1,0,-2.796,-0.0934,0.0071
6,-0.665,1.1525,6,1,1,0,0.6935,1.2097,0.0
7,0.6644,1.1515,6,1,1,0,1.3807,0.0258,-0.002
0,1.0001,-0.0,6,1,0,0,1.2471,0.0,0.0
1,-0.0002,0.0004,6,2,1,0,-0.5477,-1.1751,0.0
2,-0.4998,-0.8662,7,1,0,0,-0.7252,1.2037,-0.0
3,-0.5,0.8658,8,0,1,0,0.0258,-0.0285,0.0
0,3.7597,-0.0,6,1,0,0,4.1521,0.0,0.0
1,2.4569,0.2611,6,2,1,0,-3.7524,-0.0004,0.0492
2,2.0272,1.5185,8,0,1,0,-1.6833,0.4993,-0.0
3,1.5799,-0.7394,7,2,0,0,-0.3623,0.372,0.102
4,0.2733,-0.4825,6,2,1,0,0.4323,1.3916,-0.4678
5,-0.1526,0.7792,6,1,1,0,0.2919,-0.711,0.7368
6,-1.4592,1.036,6,1,1,0,1.8355,1.2856,-0.4898
7,-2.3362,0.0354,6,2,1,0,1.6935,-0.8256,0.7137
8,-3.639,0.2966,6,1,0,0,2.4692,0.1643,0.0796
9,-1.9065,-1.2219,6,1,1,0,-2.6131,-0.3976,-0.1513
10,-0.6037,-1.4831,6,1,1,0,-2.4633,-1.7782,-0.5722
0,-0.4789,3.6392,6,1,0,0,2.5973,0.4681,0.0
1,0.4204,2.6603,6,2,0,0,3.269,-1.879,1.2472
2,0.0181,1.3921,7,3,0,0,2.1799,-3.4007,0.4167
3,-1.2835,1.1028,6,1,1,0,-1.0865,-0.8885,0.3045
4,-1.6857,-0.1655,6,2,1,0,-1.9415,1.0644,-0.7615
5,-0.7864,-1.1444,6,2,1,0,-0.9024,0.3107,-0.3046
6,0.5049,-0.8603,6,2,1,0,0.4151,0.8343,-0.4198
7,1.4041,-1.8392,6,1,1,0,-2.287,-1.1505,1.0159
8,2.7032,-1.5576,6,1,1,0,-0.0605,-1.7228,0.4408
9,3.1054,-0.2893,6,2,1,0,1.2338,-1.3203,0.3612
10,4.4069,0.0,6,1,0,0,1.4642,0.0,0.0
11,2.2087,0.6973,7,1,1,0,0.5629,2.1441,-0.936
12,0.9072,0.4079,6,2,1,0,-1.8351,2.3073,-1.2952
13,-1.1887,-2.4126,8,0,1,0,-2.2304,-0.4261,2.3867
14,-2.9848,-0.4471,6,2,1,0,-0.5521,2.8845,-1.369
15,-3.387,-1.7153,8,0,1,0,2.2397,-2.2037,0.6639
16,-3.884,0.5318,8,1,0,0,-3.0664,2.9783,-1.751
0,-0.4623,-1.3299,8,0,1,0,-1.5,0.6774,-0.0
1,-1.6127,0.665,7,1,0,0,-0.6742,-1.2705,0.0871
2,-0.4618,0.0009,6,2,1,0,-0.4837,-0.003,0.0009
3,0.6929,0.6641,6,1,1,0,0.7303,0.5961,-0.0881
4,1.8438,-0.0,6,0,1,0,1.9277,0.0,0.0
0,0.665,1.1544,6,2,1,0,1.3696,2.3504,-0.0
1,1.3301,0.0,6,2,1,0,-2.7229,0.005,-0.0
2,0.665,-1.1545,6,2,1,0,1.352,-2.3513,0.0
3,-0.665,-1.1545,6,2,1,0,-1.3662,-2.3479,0.0
4,-1.33,0.0,6,2,1,0,2.7148,0.0,0.0
5,-0.665,1.1544,6,2,1,0,-1.3281,2.3204,-0.0
6,-1.33,2.3036,9,1,0,0,-0.7053,1.2279,-0.0
7,-2.66,0.0,9,1,0,0,0.7061,1.2229,-0.0
8,-1.33,-2.3036,8,1,0,0,-1.4143,0.0071,-0.0
9,1.3301,-2.3036,9,1,0,0,-0.712,-1.2156,0.0
10,2.6601,0.0,9,1,0,0,1.4071,0.0,0.0
11,1.3301,2.3036,9,1,0,0,0.6992,-1.2188,0.0
0,3.4614,0.0,6,1,0,0,1.1235,0.0,0.0
1,2.3523,-0.7417,6,2,1,0,0.0202,0.6779,0.517
2,1.1653,-0.1454,6,2,1,0,-1.256,0.1679,0.2769
3,1.0815,1.1784,6,1,1,0,2.4669,0.5384,0.2388
4,-0.1119,1.7675,6,1,1,0,-1.4141,-1.0205,-0.4396
5,-1.2215,1.0326,6,2,1,0,0.9767,-1.1793,-0.7316
6,-1.1377,-0.2913,6,2,1,0,2.954,1.3215,-0.5677
7,0.0562,-0.8871,6,1,1,0,-0.3022,-1.6927,-0.9479
8,-2.2399,-1.0326,8,2,0,0,-2.3454,0.7946,0.8217
9,-3.4338,-0.4367,6,1,0,0,-2.6469,-1.5721,-0.6494
10,-2.408,1.622,8,1,0,0,3.1718,0.0732,1.4818
11,2.4361,-2.0656,8,0,1,0,-2.7485,1.8911,-0.0
0,3.3259,-0.0,8,1,0,0,2.8972,0.0,0.0
1,1.9944,-0.002,6,2,1,0,-3.0735,0.9354,-0.6073
2,1.3315,1.1528,6,1,1,0,2.1741,-1.6656,0.9694
3,-0.0,1.1508,6,1,1,0,-1.6201,-0.656,-0.2441
4,-0.6658,-0.001,6,2,1,0,0.635,-0.2116,0.1326
5,0.0,-1.1508,6,1,1,0,-0.4001,-1.0825,0.0028
6,1.3287,-1.1538,7,1,1,0,0.3249,1.1364,0.0
7,-1.9944,0.002,6,2,1,0,-0.9321,1.557,-0.2511
8,-2.6602,1.1518,8,0,1,0,-1.9175,0.6167,-0.3757
9,-2.6601,-1.1497,8,1,0,0,1.9121,-0.6298,0.3733
0,-2.659,-1.152,8,1,0,0,3.063,-2.1443,-1.3792
1,-1.9954,0.002,5,3,0,0,-2.1894,1.018,2.2335
2,-2.6601,1.154,8,1,0,0,-2.1894,2.4545,-0.0
3,-0.6642,-0.001,6,2,1,0,-0.583,0.3256,0.2094
4,-0.0006,1.153,6,1,1,0,-0.8046,-0.8463,-0.5443
5,1.3307,1.1501,6,1,1,0,0.7352,0.7447,0.479
6,1.9954,-0.002,6,2,1,0,0.2916,-1.5911,-1.0234
7,3.3237,-0.0,5,1,0,0,1.8268,0.0,0.0
8,1.3289,-1.151,6,1,1,0,1.6072,-1.1692,-0.752
9,0.0006,-1.153,6,1,1,0,-1.7575,1.2079,0.7769
0,-0.4467,2.7275,8,0,1,0,0.6121,1.3756,-0.5132
1,-0.8098,1.4525,16,2,2,0,0.9218,1.7513,-2.0269
2,0.4703,1.0842,6,2,1,0,0.9757,2.6261,0.4
3,0.7962,-0.2009,6,1,1,0,-5.0518,0.1134,-0.0623
4,2.0763,-0.5692,6,1,1,0,3.6689,-3.2448,1.2448
5,3.0309,0.358,6,2,1,0,-1.0814,0.9949,-0.3785
6,4.3111,0.0,8,1,0,0,1.5444,0.0,0.0
7,2.7051,1.6533,6,1,1,0,-1.5393,-0.3311,-0.5383
8,1.4248,2.0114,6,1,1,0,1.7009,-0.2618,1.3765
9,-1.1729,0.1671,6,2,1,0,-2.0151,2.0179,-0.1109
10,-2.4632,-0.1536,6,1,1,0,2.106,-0.8821,-0.9469
11,-2.8211,-1.4339,6,1,1,0,-2.907,-0.6325,-0.4243
12,-1.894,-2.3883,6,2,1,0,2.4349,-1.3826,1.8025
13,-2.2623,-3.6684,8,1,0,0,-3.3855,1.7196,0.0
14,-0.6089,-2.0625,6,1,1,0,2.8391,-2.004,-0.5212
15,-0.2458,-0.7874,6,1,1,0,-3.8327,0.3923,-0.1569
16,-2.0901,1.8104,8,0,1,0,3.0091,-2.252,0.8557
0,3.8225,-0.0,6,1,0,0,1.7913,0.0,0.0
1,2.4957,0.0357,6,2,1,0,2.3982,0.019,1.4702
2,1.7996,-1.103,6,1,1,0,2.382,1.2525,-0.7846
3,0.473,-1.0673,6,1,1,0,2.2908,-1.3526,-0.798
4,-0.1685,0.1002,6,2,1,0,3.5668,-1.5888,-0.9611
5,0.5276,1.2389,6,1,1,0,0.0549,0.0984,0.0881
6,1.8652,1.2101,6,1,1,0,-2.7832,0.3195,0.1843
7,-1.4933,0.128,16,2,2,0,-0.5731,1.3541,-0.0417
8,-1.526,-1.1938,8,0,1,0,-0.7453,-1.0476,0.285
9,-1.4626,1.4577,8,0,1,0,-1.9735,1.4617,0.0
10,-2.82,0.1636,7,2,0,0,-2.1489,-0.9364,0.3282
11,-3.5131,-0.9701,7,1,0,0,-4.26,0.4201,0.2297
0,2.5069,-0.0,6,1,0,0,1.8171,0.0,0.0
1,1.1893,0.1488,6,2,1,0,1.1056,-1.2341,0.0
2,0.6606,1.3747,6,1,1,0,-0.3219,-1.2733,0.0
3,-0.657,1.5235,6,1,1,0,-1.0932,-0.0759,0.0
4,-1.4532,0.4632,6,1,1,0,-0.3849,1.1601,-0.0
5,-0.9245,-0.7628,6,2,1,0,1.0427,1.1955,-0.0
6,-1.7207,-1.8232,8,1,0,0,-1.2562,2.6041,-0.0
7,0.3986,-0.9243,6,1,1,0,-0.9093,-2.3764,0.0
0,-0.9056,-0.9543,6,1,1,0,-1.5913,-1.6118,-0.0405
1,0.3875,-1.2572,6,1,1,0,0.6271,2.1768,0.0
2,1.0772,-0.1172,6,2,1,0,-0.7535,0.4408,0.041
3,0.2081,0.8885,7,1,1,0,-0.6512,-0.8333,-0.0038
4,-1.0172,0.3735,6,2,1,0,0.408,0.9757,0.0156
5,-2.1515,1.0667,8,1,0,0,0.6443,-1.1481,-0.0123
6,2.4015,-0.0,8,0,1,0,1.3165,0.0,0.0
0,-4.5564,-0.9103,6,2,1,0,-4.1003,1.6271,-1.1238
1,-4.2472,-2.2514,6,2,1,0,-6.2855,-3.821,-1.3657
2,-3.5851,0.0045,6,1,1,0,4.6341,-1.9237,3.0353
3,-5.7572,-0.4963,6,4,0,0,4.8858,0.1918,3.6952
4,-2.9734,-2.6485,6,1,1,0,6.4768,-0.8454,2.6456
5,-5.1455,-3.1494,6,1,0,1,-1.9202,-0.2054,0.3648
6,-2.3114,-0.3926,6,2,1,0,-4.5904,2.374,-2.4401
7,-6.151,-1.7846,9,1,0,0,-4.67,2.4799,0.0917
8,-7.013,-0.1103,9,1,0,0,0.2837,1.1324,-1.536
9,-5.3499,0.7338,9,1,0,0,0.9271,0.5043,0.4609
10,-2.0022,-1.7338,6,1,1,0,7.5295,-0.0682,-0.213
11,-6.1021,-4.0609,7,0,0,1,-1.426,1.0857,-0.0
12,-1.3256,0.5255,7,2,0,0,-2.296,1.6644,-1.1779
13,-0.0372,0.1317,6,2,1,0,-1.573,1.9896,1.259
14,0.934,1.0465,6,4,0,0,-0.0096,0.9058,-0.3701
15,0.272,-1.2094,8,0,1,0,-4.7373,0.008,-1.2101
16,2.2078,0.6493,6,2,0,0,2.2655,0.3868,0.3263
17,0.1067,2.038,6,1,0,0,-4.1498,-0.9714,-2.0429
18,1.1719,2.345,8,1,0,0,-5.8683,-0.3373,-0.4426
19,3.1936,1.5675,16,2,2,0,3.023,-0.0607,1.4369
20,4.4673,1.1703,6,2,1,0,-4.6697,-2.2774,-2.0909
21,3.806,2.7066,8,0,1,0,-6.3971,-1.6395,-0.4966
22,2.1441,2.3234,8,0,1,0,3.003,0.6853,-0.8446
23,4.7664,-0.1272,6,1,1,0,4.4391,-0.2168,1.4139
24,5.4093,2.0784,6,1,1,0,-5.7969,-2.6124,-1.3183
25,6.011,-0.5311,6,1,1,0,5.1157,0.0919,0.1988
26,6.7268,1.6913,6,1,1,0,4.3914,0.5417,-0.9213
27,7.0259,0.3938,6,2,1,0,5.1114,-0.6896,2.6656
28,8.3143,0.0,9,1,0,0,6.404,0.0,0.0
0,1.4489,-1.9655,8,1,0,0,0.7244,-2.3343,-0.6289
1,1.4811,-0.6365,7,2,1,0,1.8493,1.7489,-0.6177
2,2.6507,-0.0,8,0,1,0,2.4614,0.0,0.0
3,0.3477,0.0581,6,2,1,0,1.5452,0.6915,-0.2123
4,0.3798,1.387,6,1,1,0,-1.5075,-1.3012,0.0985
5,-0.7536,2.0816,6,1,1,0,0.2743,0.326,-0.0
6,-1.9232,1.4451,6,1,1,0,-0.687,1.2944,0.3919
7,-1.9554,0.1161,7,1,1,0,-0.2041,-1.0057,-0.1399
8,-0.8219,-0.5785,6,2,1,0,-2.0313,0.9591,0.6329
9,-0.8541,-1.9074,6,1,0,0,-2.4248,-0.3786,0.4757
0,1.9566,3.0189,8,0,1,0,1.4512,3.4005,-0.0
1,2.4201,1.7718,6,2,1,0,1.256,2.5979,-2.0691
2,1.6765,0.6653,7,3,0,0,3.1621,2.8629,-1.1538
3,0.3479,0.6133,6,2,1,0,-1.9633,-2.5578,1.5971
4,-0.3577,1.731,6,1,1,0,-2.7317,1.4012,-0.0613
5,-1.6864,1.6791,6,1,1,0,4.6121,-0.8847,0.0904
6,-2.3056,0.4972,6,2,1,0,4.5438,0.8782,-0.5459
7,-3.6342,0.4451,7,2,1,0,-1.7097,-0.5914,0.4717
8,-4.3478,1.5671,8,1,0,0,-3.7496,-0.4626,-0.155
9,-4.2534,-0.7369,8,0,1,0,3.8845,0.0064,-0.1511
10,-1.592,-0.6248,6,2,1,0,-3.6823,-1.7614,0.2866
11,-2.2112,-1.8068,6,4,0,0,-2.3546,-1.6686,0.8521
12,-3.3931,-1.1876,9,1,0,0,-3.7185,-2.7587,-0.9062
13,-1.0373,-2.4218,9,1,0,0,-4.8168,-1.9907,1.3251
14,-2.8262,-2.9806,9,1,0,0,-2.6839,0.1875,0.0841
15,-0.2713,-0.5686,6,1,1,0,-0.3561,-0.3829,0.3878
16,2.5012,-0.3816,6,2,1,0,0.2271,0.8191,-0.0905
17,3.7482,0.082,6,4,0,0,0.5994,-1.3794,0.6946
18,4.3428,-1.1108,6,1,0,0,1.6163,1.0563,-0.308
19,5.0784,0.0,6,1,0,0,2.5374,0.0,0.0
20,3.6963,1.4106,7,2,0,0,1.9774,-1.1994,0.5157
21,2.1481,-1.6619,8,0,1,0,1.8993,2.4279,-0.8641
0,3.9622,-0.0,8,0,1,0,3.7946,0.0,0.0
1,2.9045,-0.805,6,1,1,0,1.0872,0.4121,0.1229
2,1.6755,-0.2892,6,2,1,0,-1.1296,-0.4783,-0.094
3,0.6178,-1.0942,7,1,1,0,-0.2512,0.6313,0.0396
4,-0.6042,-0.5775,6,2,1,0,-0.5664,-1.771,-0.1206
5,-0.7735,0.7296,6,2,1,0,-2.5203,-0.2486,-0.1909
6,-1.9964,1.2532,6,1,1,0,-0.7652,1.942,0.0899
7,-3.0542,0.4481,6,1,1,0,0.8256,-1.948,-0.0117
8,-2.8831,-0.8726,6,1,1,0,1.6682,-0.8195,0.1054
9,-1.6552,-1.3816,6,1,1,0,-3.0283,1.0629,-0.1437
10,0.2893,1.5492,6,1,1,0,-2.1533,2.1551,0.0
11,1.5173,1.0402,6,1,1,0,3.0386,-0.9382,0.2031
0,-2.2594,0.5275,8,1,0,0,-2.3968,-0.6619,0.0
1,0.0304,0.2638,6,2,0,0,0.0175,-0.3409,0.0
2,-1.1905,-0.2638,6,2,0,0,1.1833,0.6757,0.0
3,1.0993,-0.5276,6,2,0,0,-1.3747,0.3271,0.0
4,2.3202,0.0,6,1,0,0,2.5708,0.0,0.0
0,-0.3437,-1.3757,8,1,0,0,4.7506,-0.2339,0.0173
1,-1.0648,-0.2541,6,4,0,0,-1.3795,2.1125,0.0503
2,-1.1252,1.0726,6,2,0,0,-3.1851,-1.5993,0.0224
3,-2.3107,1.6838,6,2,0,0,-1.2489,0.6831,-0.0
4,-3.4267,0.9662,7,2,0,0,-1.9291,0.1306,1.2983
5,-3.3628,-0.366,6,2,0,0,-2.1089,0.2728,-1.2458
6,-2.1809,-0.9716,6,2,0,0,-2.329,-1.3628,1.2028
7,0.2674,-0.1902,6,2,1,0,-2.5789,-1.2069,-1.2651
8,0.985,-1.3062,6,1,1,0,0.2349,0.4073,-0.0274
9,2.3117,-1.2459,6,1,1,0,0.873,-0.4847,-0.9294
10,2.9228,-0.0604,6,2,1,0,1.0851,1.081,0.8886
11,2.2053,1.0557,6,1,1,0,2.2648,-0.6953,-0.916
12,0.8731,0.9918,6,1,1,0,2.478,0.8955,0.9039
13,4.2495,-0.0,6,1,0,0,3.0731,0.0,0.0
0,3.1326,-0.0,6,1,0,0,2.2208,0.0,0.0
1,1.8306,0.2706,6,2,1,0,-1.8497,2.4081,-0.242
2,1.4172,1.5355,8,0,1,0,-0.1865,1.1071,0.0
3,0.9445,-0.7193,7,2,0,0,-0.0183,-1.2019,0.5321
4,-0.3576,-0.4486,6,2,1,0,0.498,-0.0066,0.1938
5,-0.9026,0.7658,7,1,1,0,-1.4198,1.2721,-0.3748
6,-2.2257,0.62,6,1,1,0,-2.3172,0.2993,-0.9703
7,-2.4964,-0.6821,6,1,1,0,2.1712,-1.7067,0.2761
8,-1.3428,-1.3419,16,2,0,0,0.9015,-2.1713,0.5852
0,3.6457,-0.0,6,1,0,0,3.9093,0.0,0.0
1,2.3745,0.3863,8,2,0,0,-1.1249,2.0397,0.7909
2,1.4047,-0.5243,6,2,1,0,-2.2622,1.0005,-0.696
3,1.7103,-1.8173,8,0,1,0,-1.8242,-1.7309,-0.2481
4,0.1335,-0.138,6,2,1,0,-0.2714,0.1063,-0.0906
5,-0.8363,-1.0486,6,2,1,0,-0.5875,-1.2734,-0.2479
6,-0.5349,-2.3455,7,1,0,0,1.099,0.4664,-0.0149
7,-2.1117,-0.6662,6,1,1,0,0.4372,-2.2351,-0.3753
8,-2.4173,0.6268,6,1,1,0,2.1197,-0.4982,-0.1173
9,-1.4475,1.5374,6,2,1,0,1.7857,-1.8484,-0.3088
10,-1.7489,2.8343,5,1,0,0,-1.2568,1.0875,0.0
11,-0.1721,1.155,6,1,1,0,-2.0238,2.8857,1.3079
0,-0.3875,-2.6359,8,0,1,0,-1.6624,2.08,0.0
1,0.1771,-1.4314,6,2,1,0,-2.4775,-2.1941,0.0213
2,1.5034,-1.3153,7,2,0,0,-0.3735,-1.6014,-0.1101
3,2.0681,-0.1108,6,2,1,0,-2.0337,-0.0506,0.0126
4,1.3064,0.9777,7,2,0,0,0.1919,0.7139,0.0212
5,-0.0177,0.8669,6,2,1,0,0.5776,-0.6557,-0.0739
6,-0.5823,-0.3376,6,2,1,0,-1.1896,0.9529,0.0134
7,-1.9087,-0.4536,6,1,1,0,1.1909,1.7082,0.1271
8,-2.668,0.6401,6,1,1,0,1.9438,-1.0015,-0.1083
9,-2.1034,1.8446,6,1,1,0,-1.6456,-1.3017,-0.0285
10,-0.7795,1.9554,6,1,1,0,2.5516,1.3502,0.1251
11,3.3921,0.0,8,0,1,0,2.9266,0.0,0.0
0,-2.5102,1.4852,6,1,0,0,-2.0723,-1.2471,0.4654
1,-1.1928,1.6839,6,2,0,0,0.7286,0.8733,0.0
2,-0.3634,0.6429,6,2,1,0,-0.5787,0.5226,0.1527
3,0.9474,0.8423,7,1,1,0,-1.6152,1.5817,0.0855
4,1.7768,-0.1987,6,2,1,0,-0.8869,-0.8459,0.3276
5,3.0942,0.0,6,1,0,0,1.7731,0.0,0.0
6,1.2925,-1.4355,6,1,1,0,-2.1421,1.7627,-1.3542
7,-0.0249,-1.6342,6,1,1,0,0.1593,-1.7874,0.3377
8,-0.8543,-0.5932,6,2,1,0,1.491,-1.3719,0.173
9,-2.1652,-0.7926,8,1,0,0,3.1432,0.5119,-0.1877
0,2.9177,0.0,8,1,0,0,3.5105,0.0,0.0
1,1.8854,-0.8411,6,2,0,0,-2.3325,-1.0135,-0.2912
2,0.6434,-0.3673,6,2,1,0,-1.3522,2.4074,1.2473
3,0.4301,0.9448,6,1,1,0,-0.625,0.5736,-0.0873
4,-0.8119,1.4187,6,2,1,0,-1.1026,-0.7554,-0.2268
5,-1.0251,2.7308,5,1,0,0,-1.532,1.7449,-0.0
6,-1.8442,0.5776,6,1,1,0,0.7741,0.782,-0.0258
7,-1.6309,-0.7345,6,1,1,0,-0.2009,-1.8348,-0.2958
8,-0.3889,-1.2084,6,2,1,0,1.6756,-0.2974,-0.0925
9,-0.1756,-2.5205,8,1,0,0,1.1849,-1.6071,-0.2276
0,8.472,-0.0,6,1,0,0,8.2616,0.0,0.0
1,7.2996,0.6173,6,2,0,0,7.1591,-1.764,0.0
2,6.1779,-0.1138,6,2,0,0,-1.7243,0.5814,-0.0
3,5.0055,0.5035,6,2,0,0,-0.4762,-0.322,0.0
4,3.884,-0.2275,6,2,0,0,-3.0239,-0.2488,0.0
5,2.7116,0.3898,6,2,0,0,0.8241,0.5083,-0.0
6,1.5899,-0.3413,6,2,0,0,-4.2721,0.6564,-0.0
7,0.4175,0.276,6,2,0,0,2.0697,-0.3994,0.0
8,-0.6881,-0.4543,6,2,0,0,-5.5793,-0.1645,0.0
9,-1.8765,0.1622,6,2,0,0,3.3847,0.4104,-0.0
10,-2.9821,-0.568,6,2,0,0,-6.8284,0.7433,-0.0
11,-4.1706,0.0485,6,2,0,0,4.6218,-0.5144,0.0
12,-5.2762,-0.6818,6,2,0,0,-8.1493,-0.0593,0.0
13,-6.4646,-0.0653,6,2,1,0,5.9609,0.2635,-0.0
14,-6.5298,1.2502,8,0,1,0,-9.3926,0.8515,-0.0
15,-7.5702,-0.7955,8,1,0,0,7.1641,-0.5425,0.0
0,3.702,-1.0881,8,0,1,0,-2.4621,3.7072,-1.1188
1,3.9238,0.2218,16,2,2,0,-0.0863,-3.9043,1.0574
2,2.6138,0.4436,6,2,1,0,-1.2418,4.6516,-1.5053
3,2.1469,1.695,6,1,1,0,-3.3822,3.5605,-2.4082
4,0.837,1.9167,6,1,1,0,1.1021,-3.4172,0.9018
5,-0.0123,0.8924,6,2,1,0,-3.3034,4.4778,0.0661
6,-1.3223,1.1142,6,2,1,0,-0.3444,-1.734,0.507
7,-1.912,2.3075,6,2,1,0,-0.8881,-0.4388,0.1992
8,-1.2923,3.4796,6,1,0,0,1.0088,-2.1208,0.5732
9,-3.2241,2.1149,8,2,0,0,-1.0009,-2.9352,0.8391
10,-3.4512,0.7987,7,1,1,0,-1.8987,2.1526,-0.569
11,-2.2738,0.1853,6,2,1,0,-2.1932,-0.2588,-0.3274
12,-2.0812,-1.1267,6,2,1,0,-0.1421,0.7545,0.3891
13,-3.1235,-1.9592,6,1,1,0,2.2103,-1.413,0.3607
14,-2.9309,-3.2712,6,1,1,0,-2.7003,1.0022,-0.6947
15,-1.695,-3.7624,6,1,1,0,-0.6184,2.0191,0.0
16,-0.6517,-2.9416,6,1,1,0,-2.4214,-3.2844,1.0164
17,-0.8453,-1.6179,6,1,1,0,3.1353,-1.2829,1.4235
18,0.4482,-0.3537,6,1,1,0,2.5215,-0.8296,-0.8892
19,1.7645,-0.5808,6,1,1,0,4.3389,-0.5775,1.2472
20,4.1455,1.5317,7,1,0,0,3.7296,-0.1287,-1.0681
21,5.2337,0.0,8,0,1,0,4.6368,0.0,0.0
0,2.7328,0.0,8,1,0,0,2.6596,0.0,0.0
1,1.4973,0.4884,7,3,0,0,1.5432,0.4438,0.0
2,1.1657,1.7788,7,1,1,0,0.1315,-1.591,0.0
3,-0.1622,1.8589,7,1,1,0,-0.037,1.896,0.0
4,-0.6506,0.6233,6,2,1,0,1.2474,1.7065,0.0
5,-1.8983,0.1589,6,1,1,0,0.4068,-0.2617,0.0
6,-2.1196,-1.1499,6,1,1,0,-0.6125,0.6862,0.0
7,-1.0939,-1.9987,6,1,1,0,-1.9541,0.2689,0.0
8,0.1538,-1.5342,7,1,1,0,-2.2287,-1.1149,0.0
9,0.375,-0.2255,6,2,1,0,-1.1561,-2.034,0.0
0,2.5916,-0.0,6,1,0,0,1.9435,0.0,0.0
1,1.8943,0.441,6,2,0,0,1.0451,1.6692,1.0144
2,1.1638,0.0577,8,2,0,0,-0.6568,-0.3581,-1.1757
3,0.4666,0.4987,6,2,1,0,-1.4706,0.2402,0.7988
4,0.4999,1.323,8,0,1,0,-0.3188,0.2085,-0.0
5,-0.2639,0.1154,6,2,1,0,-1.967,-0.6578,-1.2059
6,-0.3832,-0.7009,6,2,1,0,-2.4969,-0.2939,0.027
7,0.207,-1.2773,6,1,0,0,-1.6431,0.6935,2.1945
8,-1.1965,-0.8398,6,1,1,0,0.9406,0.6494,0.3419
9,-1.5798,-0.1092,6,2,1,0,-2.695,-1.2539,-2.337
10,-2.3962,0.0102,6,1,0,0,3.1442,-0.0713,0.5988
11,-1.0035,0.4812,7,2,0,0,4.1747,-0.826,-0.257
0,-2.1068,-2.4618,8,1,0,0,2.7376,1.8117,-0.0
1,-1.015,-1.7057,6,2,1,0,-3.382,0.9919,-0.0
2,0.1847,-2.2718,6,1,1,0,-2.9933,-0.8566,0.0
3,1.2813,-1.5122,6,1,1,0,2.2814,-0.8888,0.0
4,1.1732,-0.19,6,2,1,0,-2.5111,0.2042,-0.0
5,2.2649,0.5661,7,2,1,0,-0.1091,-0.4545,0.0
6,3.4646,-0.0,8,1,0,0,1.2497,0.0,0.0
7,2.1534,1.8932,8,0,1,0,-1.1855,0.4944,-0.0
8,-0.03,0.381,6,2,1,0,1.5541,1.3777,-0.0
9,-0.1381,1.7032,6,1,1,0,-0.8225,1.8696,-0.0
10,-1.3413,2.2742,6,1,1,0,-0.2656,-1.868,0.0
11,-2.4379,1.5147,6,1,1,0,0.5083,2.3102,-0.0
12,-2.3263,0.1876,7,1,1,0,0.8198,-2.7593,0.0
13,-1.1266,-0.3786,6,2,1,0,2.1181,-2.2325,0.0
0,-0.7577,1.5686,8,0,1,0,0.9655,-1.9125,-0.7646
1,-0.2851,0.6873,16,2,1,0,3.6032,2.5701,-2.3865
2,0.7145,0.6559,6,2,1,0,1.1508,-2.4335,-2.2543
3,1.2806,-0.1768,7,1,1,0,-5.3801,-0.5004,2.8167
4,2.2477,0.1039,6,2,1,0,-0.9713,-1.2583,1.0527
5,3.0993,-0.431,6,1,1,0,-1.7488,-1.9067,-0.9191
6,3.9828,0.0494,6,2,1,0,2.7459,0.7885,1.104
7,4.8343,-0.4751,8,2,0,0,2.4012,-1.4143,0.2157
8,5.7141,-0.0,6,1,0,0,2.797,0.0,0.0
9,4.0144,1.0547,6,1,1,0,3.2115,0.5843,-1.2307
10,3.1625,1.5796,6,1,1,0,-0.6469,-1.6765,-0.1815
11,2.2793,1.1105,6,2,1,0,-2.3071,-1.2131,1.1192
12,1.3318,1.4518,7,2,0,0,3.411,1.9934,-1.2661
13,-0.8119,-0.1627,6,2,0,0,-2.7918,-1.6259,-0.1234
14,-1.8114,-0.1313,6,2,1,0,3.4053,2.764,-0.0729
15,-2.2839,0.756,7,1,1,0,3.4541,-0.2151,-2.4639
16,-3.2885,0.7876,6,1,1,0,-3.1793,-0.844,2.1568
17,-3.8159,-0.0773,6,2,1,0,3.0502,2.1053,1.1208
18,-4.8154,-0.0459,6,1,0,0,-4.1754,-1.6933,-0.3684
19,-3.3382,-0.9558,6,2,1,0,-4.5724,-0.8759,1.9144
20,-3.8626,-1.8073,8,2,0,0,-5.0627,-1.32,0.6623
21,-3.3873,-2.6872,6,1,0,0,3.7635,4.2026,-0.0
22,-2.3386,-0.9872,6,2,1,0,2.6694,3.1288,-3.1693
23,-1.8647,-1.8678,6,1,0,0,-5.7928,0.7523,3.0383
0,2.6698,0.0,8,0,1,0,2.8896,0.0,0.0
1,1.6106,-0.8027,6,1,1,0,-2.5687,0.9432,0.1052
2,0.383,-0.2861,6,2,1,0,-0.2783,2.6881,-0.5455
3,0.2199,1.0324,6,2,1,0,0.167,0.4951,0.0376
4,1.2791,1.8351,6,1,0,0,1.2453,-0.4365,0.0486
5,-1.0077,1.549,6,1,1,0,-1.1641,-0.0145,0.069
